run,process,local_time,total_time
0,0,70.5504,71.3779
0,1,71.2928,
0,2,70.8417,
0,3,71.2523,
0,4,70.5077,
0,5,70.7906,
0,6,69.8527,
0,7,70.233,
1,0,68.9975,70.189
1,1,69.2278,
1,2,69.2643,
1,3,69.1239,
1,4,69.9283,
1,5,70.1133,
1,6,68.9701,
1,7,70.0393,
2,0,72.3085,72.3956
2,1,70.1011,
2,2,71.0586,
2,3,69.6107,
2,4,69.7212,
2,5,70.7158,
2,6,70.4713,
2,7,70.9657,
