run,process,local_time,total_time
0,0,1.49127,1.52421
0,1,1.52036,
0,2,1.48796,
0,3,1.49567,
1,0,1.47655,1.49014
1,1,1.48587,
1,2,1.48571,
1,3,1.48027,
2,0,1.43846,1.44623
2,1,1.44246,
2,2,1.43814,
2,3,1.435,
