run,process,local_time,total_time
0,0,1552.85,1615.25
0,1,1563.81,
0,2,1587.07,
0,3,1555.98,
0,4,1497.52,
0,5,1580.08,
0,6,1583.95,
0,7,1614.97,
1,0,1520.84,1618.98
1,1,1588.03,
1,2,1618.65,
1,3,1574.22,
1,4,1584.83,
1,5,1546.03,
1,6,1577.45,
1,7,1527.47,
2,0,1575.18,1622.4
2,1,1576.55,
2,2,1622.08,
2,3,1603.87,
2,4,1586.27,
2,5,1558.46,
2,6,1588.59,
2,7,1548.45,
