run,process,local_time,total_time
0,0,53.9734,54.0616
0,1,53.8739,
0,2,53.9952,
0,3,54.0138,
1,0,52.8203,53.0675
1,1,52.8559,
1,2,53.0173,
1,3,52.6902,
2,0,53.4364,53.731
2,1,53.5087,
2,2,53.6832,
2,3,53.1835,
