run,process,local_time,total_time
0,0,89.3562,89.8554
0,1,89.1503,
0,2,89.2205,
0,3,89.5216,
0,4,89.174,
0,5,89.7382,
1,0,88.4338,88.4873
1,1,87.9944,
1,2,88.2802,
1,3,88.355,
1,4,87.9476,
1,5,88.0829,
2,0,87.6339,87.7718
2,1,87.3303,
2,2,87.6891,
2,3,87.5899,
2,4,87.2727,
2,5,87.3519,
