run,process,local_time,total_time
0,0,2608.23,2608.45
0,1,2555.69,
0,2,2530.45,
0,3,2602.46,
1,0,2591.18,2610.01
1,1,2518.55,
1,2,2501.08,
1,3,2609.67,
2,0,2602.95,2613.01
2,1,2544.27,
2,2,2522.2,
2,3,2612.66,
