run,process,local_time,total_time
0,0,8.03257,8.1203
0,1,7.91369,
0,2,8.00965,
0,3,7.93272,
0,4,7.77178,
0,5,7.84281,
0,6,8.09898,
0,7,7.87894,
1,0,7.90813,8.04485
1,1,7.9208,
1,2,8.02456,
1,3,7.94795,
1,4,7.87158,
1,5,7.93705,
1,6,7.98063,
1,7,7.94217,
2,0,7.41999,8.37452
2,1,7.47596,
2,2,7.8532,
2,3,7.50276,
2,4,8.35422,
2,5,7.49332,
2,6,7.57128,
2,7,7.60419,
