run,process,local_time,total_time
0,0,15.0941,15.1987
0,1,15.0608,
0,2,15.1773,
0,3,15.1008,
1,0,14.4053,14.5487
1,1,14.5297,
1,2,14.4059,
1,3,14.4506,
2,0,14.8961,14.9277
2,1,14.8796,
2,2,14.9069,
2,3,14.9013,
