run,process,local_time,total_time
0,0,133.842,133.904
0,1,133.579,
0,2,133.647,
0,3,133.698,
1,0,133.578,133.727
1,1,132.949,
1,2,133.252,
1,3,133.65,
2,0,132.862,132.943
2,1,132.467,
2,2,132.318,
2,3,132.864,
