run,process,local_time,total_time
0,0,28.8114,28.9017
0,1,28.4789,
0,2,28.3498,
0,3,28.5764,
0,4,28.3874,
0,5,28.5634,
0,6,28.8598,
0,7,28.1906,
1,0,28.6686,28.8069
1,1,28.7589,
1,2,28.3626,
1,3,28.2831,
1,4,28.1311,
1,5,28.5273,
1,6,28.3335,
1,7,28.4263,
2,0,28.0387,28.6857
2,1,28.0125,
2,2,28.0422,
2,3,28.1597,
2,4,28.1797,
2,5,28.6417,
2,6,27.7559,
2,7,27.6964,
