run,process,local_time,total_time
0,0,10.1174,10.1317
0,1,10.0294,
0,2,9.92905,
0,3,9.92162,
0,4,10.0661,
0,5,10.0869,
1,0,10.6024,10.701
1,1,10.6843,
1,2,10.5299,
1,3,10.6191,
1,4,10.5856,
1,5,10.6025,
2,0,10.1238,10.238
2,1,10.0235,
2,2,10.0677,
2,3,10.2076,
2,4,10.1321,
2,5,10.2112,
