run,process,local_time,total_time
0,0,1.1201,1.18768
0,1,1.12197,
0,2,1.13622,
0,3,1.18094,
0,4,1.15691,
0,5,1.16287,
1,0,1.08151,1.10644
1,1,1.09637,
1,2,1.10198,
1,3,1.08714,
1,4,1.08207,
1,5,1.09101,
2,0,1.285,1.30559
2,1,1.3018,
2,2,1.27236,
2,3,1.28328,
2,4,1.27728,
2,5,1.28705,
