run,process,local_time,total_time
0,0,2007.99,2008.19
0,1,1949.82,
0,2,1970.79,
0,3,1991.11,
0,4,1940.33,
0,5,1952.6,
1,0,2007.8,2008.02
1,1,1976.3,
1,2,1910.62,
1,3,1963.18,
1,4,1948.71,
1,5,1978.63,
2,0,2007.35,2007.55
2,1,1936.87,
2,2,1911.91,
2,3,1943.99,
2,4,1972.75,
2,5,1953.34,
