run,process,local_time,total_time
0,0,0.648257,1.00209
0,1,0.64329,
0,2,0.685529,
0,3,0.968951,
0,4,0.675631,
0,5,0.639305,
0,6,0.883144,
0,7,0.653501,
0,8,0.683623,
0,9,0.685271,
1,0,0.764305,1.04747
1,1,0.785885,
1,2,0.824769,
1,3,1.03507,
1,4,1.00316,
1,5,0.805256,
1,6,0.782923,
1,7,0.782488,
1,8,0.805832,
1,9,0.820452,
2,0,0.716113,1.00178
2,1,0.712005,
2,2,0.714377,
2,3,0.993419,
2,4,0.824803,
2,5,0.70749,
2,6,0.712119,
2,7,0.72847,
2,8,0.740327,
2,9,0.83672,
