run,process,local_time,total_time
0,0,5.18676,9.68944
0,1,6.23677,
0,2,5.28526,
0,3,5.7479,
0,4,5.30929,
0,5,5.54586,
0,6,5.53283,
0,7,5.6528,
0,8,9.63323,
0,9,5.44847,
1,0,5.77604,9.9239
1,1,5.84135,
1,2,6.04619,
1,3,6.23812,
1,4,5.87445,
1,5,5.89442,
1,6,5.6881,
1,7,6.59311,
1,8,9.88124,
1,9,6.35587,
2,0,6.71541,9.46496
2,1,5.6752,
2,2,5.40626,
2,3,5.66421,
2,4,5.54048,
2,5,5.70182,
2,6,6.29646,
2,7,5.62695,
2,8,9.42429,
2,9,6.76409,
