run,process,local_time,total_time
0,0,35.6431,36.2836
0,1,35.8788,
0,2,36.2296,
0,3,35.8694,
0,4,36.102,
0,5,35.7454,
1,0,36.9068,37.1484
1,1,36.9551,
1,2,37.101,
1,3,36.8751,
1,4,36.8656,
1,5,36.8746,
2,0,35.6228,36.0053
2,1,35.8915,
2,2,35.8767,
2,3,35.952,
2,4,35.7334,
2,5,35.8208,
