run,process,local_time,total_time
0,0,1212.82,1250.9
0,1,1209.7,
0,2,1250.46,
0,3,1241.45,
0,4,1184.41,
0,5,1191.96,
0,6,1201.11,
0,7,1194.38,
0,8,1212.96,
0,9,1223.49,
1,0,1203.6,1247.76
1,1,1193.1,
1,2,1186.55,
1,3,1219.5,
1,4,1130.93,
1,5,1193.81,
1,6,1226.34,
1,7,1216.13,
1,8,1235.52,
1,9,1246.99,
2,0,1196.38,1247.47
2,1,1210.88,
2,2,1204.82,
2,3,1241.86,
2,4,1161.02,
2,5,1198.84,
2,6,1201.99,
2,7,1226.2,
2,8,1246.73,
2,9,1212.8,
